login_attempts,access_hour,requests_per_min,ip_risk,device_change,geo_change,failed_logins,label
15,2,4,1,1,0,1,1
12,6,21,0,0,1,2,1
5,22,7,1,0,0,5,1
2,13,23,1,0,1,5,1
7,11,22,0,1,0,1,0
6,7,36,0,0,1,2,0
4,8,6,1,1,0,2,0
14,18,21,0,1,0,0,1
9,14,35,1,0,0,2,1
3,11,55,1,0,0,0,1
7,6,29,0,0,0,0,0
9,17,4,0,0,0,3,1
3,3,20,0,0,0,0,0
8,17,52,1,0,0,4,1
12,6,60,1,0,0,2,1
7,3,7,1,1,0,1,0
2,13,11,0,1,1,2,0
9,19,29,1,0,1,2,1
1,23,28,1,1,0,1,0
3,14,20,1,0,0,2,0
2,17,47,1,1,1,1,1
2,9,16,0,1,1,3,0
11,19,6,0,1,1,0,1
12,0,31,1,1,0,1,1
4,20,51,1,0,1,0,1
13,7,24,1,1,0,0,1
15,7,14,1,1,0,2,1
6,20,2,1,1,0,0,0
11,18,30,0,1,1,5,1
11,15,44,0,0,0,1,1
14,19,47,1,0,0,2,1
2,0,20,1,0,0,5,1
1,10,35,1,1,1,0,0
8,23,22,1,0,1,1,0
12,19,42,0,1,1,2,1
12,2,21,1,0,1,1,1
1,22,21,1,1,0,5,1
9,11,51,1,1,0,5,1
9,7,52,0,1,1,1,1
9,12,39,0,0,1,0,1
8,21,40,1,1,0,3,0
12,19,18,0,1,0,4,1
13,15,32,1,0,1,1,1
13,15,17,1,1,1,2,1
10,4,15,0,0,1,5,1
5,3,34,0,0,0,5,1
13,15,9,1,0,0,4,1
7,23,47,0,0,1,3,1
4,6,41,0,1,1,3,1
2,5,40,0,0,0,5,1
13,2,49,1,0,1,1,1
4,2,11,1,0,0,4,1
10,18,56,0,0,0,0,1
11,4,58,1,1,0,1,1
8,7,13,0,0,0,3,0
12,19,3,0,0,1,5,1
11,19,49,0,0,0,2,1
11,23,50,1,1,1,5,1
13,22,26,1,0,1,5,1
1,17,41,1,0,0,5,1
1,9,34,1,1,0,2,0
5,10,36,1,0,0,1,0
13,15,44,1,1,0,5,1
15,15,37,1,1,1,3,1
8,16,31,1,1,1,0,0
13,3,41,0,1,1,4,1
2,19,13,0,0,0,3,0
14,11,3,0,1,1,0,1
11,12,28,1,1,1,1,1
8,3,26,0,1,1,2,0
2,20,4,0,0,1,1,0
9,6,46,0,0,1,3,1
7,15,27,1,1,0,5,1
15,5,57,1,0,0,2,1
5,14,37,1,0,1,3,0
1,5,26,1,1,1,1,0
4,4,14,1,1,0,3,0
12,16,2,0,1,0,3,1
4,0,35,0,1,0,2,0
4,22,32,0,1,1,5,1
8,10,1,0,1,1,2,0
2,0,12,0,1,1,3,0
13,15,26,1,0,1,4,1
1,9,3,1,1,0,5,1
13,12,45,1,0,1,2,1
12,18,51,1,1,0,5,1
10,0,20,1,1,1,1,1
7,22,11,0,0,1,1,0
12,13,22,1,0,0,0,1
6,4,23,1,1,0,4,1
2,0,43,1,1,1,5,1
14,20,24,0,0,1,4,1
10,4,33,1,0,1,0,1
12,15,25,0,0,0,3,1
2,5,44,0,1,0,2,1
1,9,10,0,0,1,3,0
15,9,24,0,0,0,0,1
3,21,24,1,1,1,1,0
11,2,18,0,0,0,1,1
2,2,16,1,1,1,3,0
2,20,30,1,1,0,1,0
3,10,33,1,1,1,3,0
4,9,40,0,0,1,0,0
6,8,52,0,1,1,0,1
5,12,42,1,0,1,4,1
10,2,4,1,1,0,2,1
11,22,41,1,0,1,3,1
15,16,10,1,0,1,4,1
7,11,43,1,1,0,2,1
13,18,13,1,0,1,1,1
11,18,58,1,1,1,3,1
3,5,23,1,0,0,2,0
15,14,6,1,0,1,0,1
3,13,22,0,0,0,0,0
10,4,7,0,1,1,0,1
10,11,35,0,1,0,2,1
3,5,15,0,1,0,0,0
5,0,22,1,1,0,4,1
4,5,23,1,1,1,0,0
4,1,58,0,0,1,4,1
4,10,17,1,1,1,0,0
2,16,42,1,1,1,0,1
15,23,43,1,0,1,0,1
9,23,12,0,0,0,3,1
12,0,15,1,0,1,2,1
8,3,18,0,1,0,4,1
4,20,7,0,0,1,5,1
6,14,30,0,1,0,0,0
12,14,5,0,0,1,2,1
4,21,30,0,1,0,1,0
2,13,56,1,1,1,2,1
6,4,50,0,1,0,4,1
6,13,19,1,0,0,2,0
13,20,36,0,0,0,1,1
10,10,59,1,1,0,0,1
7,13,37,0,1,0,0,0
14,14,14,0,1,1,1,1
5,16,33,1,1,1,4,1
3,11,19,1,1,1,5,1
4,22,49,0,1,0,3,1
8,0,13,0,0,1,1,0
14,2,5,0,1,1,2,1
10,14,28,1,0,0,2,1
4,4,6,1,1,1,5,1
10,16,24,1,0,1,4,1
10,14,30,1,1,0,5,1
14,7,54,0,1,1,2,1
6,15,30,1,0,0,0,0
13,15,25,0,0,1,0,1
8,12,8,0,1,1,4,1
3,6,1,1,0,0,4,1
1,15,32,1,0,0,2,0
10,12,49,1,1,1,0,1
6,21,18,1,0,1,2,0
2,0,14,1,1,0,2,0
11,16,45,0,1,1,1,1
11,5,19,0,1,0,5,1
11,14,7,0,1,1,0,1
3,21,36,1,1,0,2,0
5,13,37,0,0,0,4,1
2,0,30,0,1,0,0,0
13,17,4,1,0,0,3,1
10,6,28,0,0,1,3,1
12,22,15,1,0,1,1,1
2,2,17,1,0,0,4,1
15,0,51,1,0,1,3,1
6,0,6,0,1,0,3,0
10,21,60,0,1,0,2,1
11,8,46,0,0,1,3,1
3,7,4,0,0,0,0,0
11,11,41,1,0,0,4,1
14,12,35,1,1,0,1,1
4,4,12,1,1,1,3,0
8,0,24,0,0,1,5,1
10,22,56,1,0,1,1,1
9,13,29,0,1,1,1,1
8,6,55,1,1,1,1,1
12,6,7,1,0,0,3,1
12,4,48,1,1,1,3,1
6,17,1,1,0,0,5,1
10,19,6,1,1,1,4,1
2,4,39,0,0,0,3,0
8,6,26,1,1,1,2,0
4,1,9,1,1,0,0,0
3,19,52,1,1,0,0,1
10,14,1,0,0,0,2,1
5,19,27,1,0,1,5,1
8,5,34,0,1,1,4,1
10,15,35,0,1,1,0,1
12,13,58,0,0,1,1,1
10,17,25,1,1,1,1,1
12,1,48,0,1,1,0,1
2,0,46,0,0,0,3,1
9,9,31,0,1,0,2,1
7,16,15,1,0,1,0,0
10,9,5,0,1,1,0,1
15,14,51,1,0,0,3,1
12,13,37,1,1,0,5,1
6,12,44,1,1,0,0,1
8,13,40,0,0,0,3,0
12,17,26,0,1,0,1,1
15,1,3,1,1,0,4,1
5,15,35,0,0,1,2,0
9,8,1,0,0,0,4,1
11,11,48,0,0,1,0,1
14,1,34,1,1,0,3,1
15,16,34,1,1,0,4,1
12,7,29,1,0,1,2,1
14,0,50,1,1,0,2,1
5,16,40,1,0,1,4,1
14,17,28,1,0,0,5,1
1,13,22,1,1,0,0,0
4,14,58,0,0,0,3,1
3,6,58,0,0,1,1,1
1,12,12,0,0,0,0,0
11,20,35,1,0,0,1,1
9,17,55,1,0,1,4,1
2,7,57,0,0,1,5,1
3,12,31,1,1,1,5,1
9,21,57,1,1,1,1,1
6,8,51,1,0,1,4,1
5,14,25,1,1,0,5,1
13,11,48,1,1,0,5,1
14,7,12,0,0,1,0,1
9,1,14,1,0,0,1,1
7,11,40,1,0,0,4,1
10,2,41,1,1,0,2,1
8,20,22,1,0,0,2,0
15,4,26,1,1,0,2,1
8,21,5,1,0,1,3,0
13,8,26,1,1,0,3,1
6,19,52,1,0,0,4,1
10,17,21,0,0,0,4,1
2,22,56,0,1,0,5,1
2,10,32,0,1,0,4,1
11,18,15,0,1,1,2,1
3,14,31,0,1,0,3,0
6,20,32,0,0,0,2,0
8,4,27,0,1,1,1,0
7,18,29,1,1,1,3,0
14,22,36,0,1,1,2,1
2,21,60,0,1,0,1,1
7,16,7,1,0,0,3,0
7,22,32,1,1,0,5,1
14,12,47,0,1,0,1,1
8,4,6,1,1,0,1,0
7,16,14,0,1,1,2,0
11,7,3,1,0,0,5,1
3,12,29,0,0,1,3,0
13,0,22,1,1,1,4,1
1,2,24,1,0,1,3,0
4,15,2,1,1,0,5,1
8,15,38,0,1,0,0,0
4,15,26,1,1,1,5,1
2,23,57,0,0,0,3,1
14,20,41,1,0,0,1,1
8,15,13,0,1,1,0,0
5,18,17,1,0,1,5,1
6,13,27,0,0,1,3,0
10,7,8,1,0,1,1,1
14,5,49,0,1,1,1,1
15,11,36,0,0,0,2,1
10,10,51,1,1,1,0,1
15,3,7,1,0,1,4,1
14,18,7,1,1,0,4,1
15,16,59,0,0,1,1,1
7,16,28,0,1,1,3,0
3,22,23,0,1,1,4,1
1,18,58,0,0,0,2,1
11,8,6,1,0,0,2,1
10,2,10,1,1,0,5,1
2,2,4,1,1,0,1,0
6,20,12,1,1,1,4,1
11,21,50,0,1,1,2,1
8,3,49,0,1,1,5,1
13,4,20,1,1,0,3,1
8,14,46,0,1,1,1,1
8,1,57,1,0,1,0,1
15,2,3,1,1,1,5,1
10,0,18,0,1,1,5,1
13,6,41,1,1,0,3,1
15,12,50,1,0,1,5,1
11,14,38,0,1,1,0,1
7,5,28,1,1,0,3,0
2,2,37,0,1,1,2,0
6,11,48,1,1,0,1,1
4,14,17,0,1,1,2,0
1,3,1,0,1,0,3,0
14,20,26,1,1,1,4,1
7,19,49,1,0,1,4,1
11,17,31,1,0,1,2,1
4,18,58,1,1,0,1,1
1,16,17,0,0,0,1,0
15,23,37,1,1,1,2,1
3,23,46,1,1,0,2,1
2,12,40,1,1,0,3,0
11,16,12,0,1,1,5,1
13,17,41,1,0,0,0,1
11,4,36,0,1,0,0,1
1,6,54,0,0,0,5,1
12,3,23,0,1,1,2,1
1,12,45,1,1,1,4,1
13,9,42,0,0,1,0,1
2,12,10,1,0,1,2,0
6,16,19,1,0,0,3,0
14,22,56,1,1,0,2,1
3,3,15,1,0,1,2,0
8,7,58,0,1,1,3,1
6,20,29,1,1,1,5,1
9,14,47,0,0,1,0,1
3,19,43,1,0,1,0,1
12,19,26,0,1,1,0,1
11,15,32,0,1,0,5,1
3,14,9,0,0,1,4,1
12,1,55,1,1,0,3,1
8,17,47,1,0,1,2,1
12,16,27,1,0,0,1,1
14,22,1,0,0,1,2,1
4,19,32,1,1,0,5,1
6,14,50,0,0,1,4,1
8,12,57,0,1,1,1,1
8,3,56,1,0,1,1,1
1,15,43,0,1,1,1,1
3,0,58,1,1,1,4,1
15,18,30,1,0,0,5,1
2,9,27,1,0,1,3,0
14,12,20,0,0,1,2,1
10,9,53,0,1,1,3,1
15,14,25,1,0,1,2,1
9,0,55,1,1,0,3,1
10,5,33,1,1,1,2,1
15,6,17,0,0,0,2,1
6,1,57,0,0,0,5,1
5,7,19,0,1,1,0,0
2,14,34,1,0,0,2,0
11,23,56,0,1,1,0,1
5,14,53,1,0,0,5,1
11,12,59,0,1,1,0,1
5,12,45,0,1,1,4,1
4,2,25,1,1,0,3,0
6,9,51,1,1,1,1,1
1,4,15,0,0,1,1,0
11,7,34,0,1,0,4,1
15,15,51,0,1,1,3,1
6,0,59,0,0,1,5,1
10,9,3,0,0,0,4,1
13,1,27,0,1,1,0,1
11,22,42,1,0,1,0,1
2,18,8,1,1,0,4,1
5,9,51,0,0,0,4,1
2,23,59,0,0,1,3,1
8,1,2,0,1,0,5,1
1,8,29,1,0,1,4,1
4,22,5,0,1,0,2,0
11,6,31,0,1,0,0,1
2,22,3,0,1,1,2,0
4,19,2,1,1,0,1,0
5,19,52,0,0,0,2,1
11,6,31,1,1,1,3,1
1,22,25,0,0,0,1,0
7,23,3,1,1,1,0,0
1,6,33,0,0,0,2,0
14,15,12,0,0,0,2,1
4,9,53,1,0,1,2,1
3,21,42,0,1,0,0,1
10,15,39,1,1,0,0,1
12,4,29,0,0,1,4,1
2,13,22,1,0,1,5,1
6,10,15,1,0,1,4,1
11,15,28,0,1,0,0,1
7,14,43,0,0,1,1,1
8,14,4,0,0,1,4,1
4,8,2,0,1,0,0,0
5,12,48,1,1,0,4,1
13,21,41,1,1,1,4,1
8,8,10,1,1,0,1,0
5,15,49,1,0,1,4,1
1,8,44,0,1,0,3,1
13,1,43,0,0,0,5,1
12,12,33,1,0,0,2,1
3,10,4,1,1,1,3,0
10,13,23,0,1,1,0,1
9,9,6,1,1,0,0,1
14,19,7,1,0,1,1,1
2,13,27,0,1,0,2,0
1,22,16,1,1,1,4,1
4,18,16,1,1,1,1,0
13,11,29,0,0,0,0,1
4,18,51,0,1,1,0,1
4,8,19,0,1,1,1,0
4,19,13,1,1,0,3,0
7,15,23,1,0,0,0,0
8,3,21,0,1,1,2,0
12,22,37,0,0,1,1,1
5,11,11,1,1,0,5,1
9,13,35,0,1,0,1,1
2,20,53,1,0,1,5,1
5,2,40,1,0,1,2,0
12,11,58,1,1,1,1,1
11,21,45,0,0,1,4,1
4,9,35,0,1,1,4,1
12,7,56,0,1,1,4,1
6,5,58,0,0,1,3,1
10,4,35,1,1,0,5,1
6,16,43,0,1,1,1,1
1,8,28,0,0,1,0,0
11,22,54,1,1,0,0,1
3,6,55,1,1,0,0,1
10,18,22,0,1,0,3,1
12,10,53,0,0,0,0,1
4,20,40,0,1,1,2,0
11,5,3,1,1,0,0,1
1,22,17,1,0,0,5,1
14,8,59,1,1,1,5,1
7,23,26,1,1,1,3,0
14,13,24,0,1,0,5,1
5,12,21,0,1,1,2,0
4,2,5,1,1,1,4,1
2,5,50,0,1,0,3,1
6,17,21,0,1,0,5,1
1,10,46,1,1,0,5,1
8,15,18,1,0,1,3,0
10,2,30,0,0,0,4,1
12,3,47,1,1,1,4,1
10,23,52,1,1,0,5,1
11,2,57,0,0,1,1,1
3,3,10,0,0,0,3,0
6,1,13,1,1,1,2,0
15,12,35,0,0,1,3,1
15,16,20,1,1,0,4,1
6,10,40,1,1,1,1,0
4,10,20,1,0,1,4,1
6,15,58,0,0,1,1,1
1,19,14,1,0,1,5,1
11,13,40,0,1,0,1,1
5,0,35,1,0,1,2,0
11,2,53,0,0,0,1,1
6,8,37,0,1,1,1,0
14,8,60,1,0,0,2,1
12,23,48,1,0,0,1,1
1,16,56,1,0,1,2,1
13,9,57,1,0,0,3,1
2,19,14,0,0,1,3,0
3,18,52,0,1,1,2,1
5,8,15,0,1,0,2,0
10,23,52,1,0,0,4,1
10,19,1,0,1,0,2,1
15,4,18,0,0,1,0,1
3,23,35,0,0,0,1,0
13,9,17,0,1,0,0,1
9,15,11,1,0,1,0,1
1,19,24,0,1,1,5,1
8,9,50,1,1,0,1,1
5,17,1,0,1,0,0,0
14,18,1,0,0,0,3,1
12,22,41,1,1,1,4,1
7,7,43,1,0,0,2,1
15,7,54,0,1,0,4,1
11,8,2,1,0,1,3,1
8,0,13,1,0,0,3,0
8,7,41,1,1,1,0,1
11,1,42,1,0,1,5,1
13,4,22,1,1,1,3,1
2,8,42,1,0,1,5,1
11,12,43,1,0,1,0,1
5,8,56,0,0,1,1,1
5,19,14,0,1,0,2,0
3,10,46,0,0,1,4,1
7,11,48,0,0,0,5,1
15,22,19,1,1,0,3,1
11,23,34,1,1,0,5,1
11,15,45,1,0,0,0,1
13,3,45,0,0,1,4,1
5,10,9,0,1,1,4,1
8,8,32,0,0,0,2,0
11,19,51,1,1,1,3,1
15,16,15,0,0,0,2,1
11,1,35,1,0,0,5,1
11,16,34,0,0,0,1,1
4,9,10,0,1,0,3,0
15,2,32,0,0,1,4,1
5,3,38,1,1,1,5,1
4,12,31,0,1,1,0,0
10,0,51,0,0,0,4,1
11,3,21,1,1,0,0,1
6,3,16,1,0,0,1,0
11,3,24,0,1,1,2,1
10,5,57,0,1,0,4,1
13,11,33,0,1,0,0,1
14,13,13,0,0,0,1,1
8,10,4,1,0,0,5,1
4,0,35,1,1,1,4,1
15,10,47,1,1,0,2,1
14,5,57,1,0,1,2,1
9,14,43,0,1,0,5,1
4,19,50,0,1,1,3,1
11,18,34,1,0,1,5,1
4,5,47,1,0,1,1,1
2,18,22,0,0,0,3,0
15,8,54,0,0,0,0,1
9,6,33,1,0,1,3,1
11,8,41,1,1,1,0,1
10,6,33,1,0,0,3,1
13,9,28,0,0,0,2,1
13,10,53,0,0,0,2,1
7,23,22,1,0,0,1,0
12,22,44,1,1,1,5,1
5,0,15,0,0,1,4,1
9,17,32,1,1,0,1,1
11,4,15,1,1,0,3,1
9,15,8,1,1,1,0,1
3,21,24,0,1,1,0,0
13,19,40,0,0,0,0,1
5,14,53,1,0,1,2,1
12,20,10,0,0,0,2,1
10,10,22,0,1,1,4,1
5,3,50,1,0,0,4,1
12,3,18,1,0,1,1,1
8,14,33,0,1,1,3,0
9,18,37,0,0,0,0,1
4,12,52,1,1,1,5,1
10,6,54,1,1,0,3,1
1,1,16,1,0,1,0,0
1,10,49,1,1,1,4,1
1,11,41,1,1,0,0,1
6,9,51,1,1,0,0,1
14,2,38,0,0,0,0,1
2,22,35,0,1,0,5,1
2,7,28,1,0,1,2,0
11,18,21,0,0,1,5,1
3,19,23,0,1,0,5,1
6,17,47,0,1,1,3,1
3,10,34,0,1,0,3,0
11,21,29,1,1,0,3,1
4,10,38,1,1,1,4,1
3,20,38,0,0,0,5,1
14,15,60,0,0,1,4,1
6,4,60,1,0,0,0,1
1,21,31,1,1,1,1,0
6,17,10,1,0,1,0,0
12,10,7,1,0,0,3,1
8,11,47,0,0,0,3,1
3,10,50,0,0,0,0,1
8,5,55,0,1,1,5,1
15,3,16,0,0,0,3,1
4,10,49,1,1,1,4,1
3,3,48,0,0,1,1,1
1,10,27,1,1,1,4,1
4,3,46,1,1,0,2,1
11,19,16,0,0,1,5,1
10,7,37,0,1,1,0,1
15,17,44,1,1,0,0,1
10,5,2,0,1,0,4,1
4,13,12,1,0,0,4,1
4,15,40,0,1,0,2,0
10,7,1,1,1,1,1,1
5,11,40,0,0,1,3,0
9,23,24,0,0,1,4,1
13,21,41,0,1,0,0,1
4,12,17,1,0,0,4,1
15,17,23,0,1,1,1,1
2,6,9,0,1,1,0,0
4,21,46,0,1,0,0,1
14,16,40,0,0,1,4,1
12,10,17,0,0,1,0,1
12,8,45,1,0,1,4,1
11,0,20,1,1,1,3,1
6,3,34,0,0,1,5,1
7,12,52,1,0,1,0,1
12,22,42,1,1,0,3,1
2,15,55,1,0,1,2,1
12,3,40,0,0,1,5,1
2,17,10,0,0,1,3,0
8,22,5,0,0,0,4,1
11,0,7,1,0,1,4,1
7,11,51,0,1,1,4,1
14,6,11,1,0,0,3,1
6,17,38,0,1,0,1,0
10,19,48,1,0,1,0,1
14,23,17,1,0,1,3,1
3,15,23,1,1,0,1,0
9,20,40,1,0,1,1,1
1,23,60,0,0,0,1,1
8,9,19,1,1,1,4,1
13,22,57,1,1,0,4,1
3,8,9,1,0,0,3,0
6,15,13,0,1,0,1,0
15,6,56,1,1,0,3,1
15,16,39,0,0,1,3,1
6,17,39,1,1,1,3,0
14,2,28,0,1,1,3,1
14,11,20,0,0,1,5,1
15,23,30,1,1,1,5,1
6,3,18,0,1,0,4,1
10,17,45,0,0,1,0,1
15,3,13,0,0,0,1,1
12,19,31,0,1,1,5,1
8,13,58,1,0,0,2,1
11,16,27,1,0,0,4,1
12,5,26,0,1,1,0,1
15,14,18,1,1,0,1,1
11,12,54,0,0,1,4,1
11,0,55,1,0,1,5,1
1,15,42,0,0,0,5,1
10,6,25,1,1,1,1,1
3,8,7,0,0,1,2,0
5,5,15,0,1,1,5,1
7,3,54,0,0,0,3,1
10,8,36,0,1,0,5,1
7,18,37,1,1,1,1,0
8,4,55,0,0,0,0,1
7,13,24,1,0,1,0,0
5,2,17,1,1,0,5,1
15,18,41,0,1,0,4,1
6,10,36,1,0,0,2,0
13,4,30,1,1,0,0,1
3,7,35,1,1,0,2,0
12,16,43,0,1,1,2,1
4,12,28,1,1,1,1,0
7,10,29,1,0,1,2,0
3,4,59,1,1,0,1,1
15,1,48,0,1,0,0,1
13,15,60,0,1,0,1,1
10,9,21,0,1,0,0,1
14,10,33,0,1,0,3,1
15,14,41,0,1,0,5,1
10,1,7,0,1,1,5,1
3,12,26,1,0,0,3,0
15,15,12,0,1,1,3,1
5,4,14,0,0,0,0,0
3,17,7,0,1,1,2,0
10,12,60,1,0,1,2,1
10,9,38,0,0,0,4,1
4,6,38,1,1,0,4,1
3,22,35,0,1,1,4,1
13,4,36,1,1,0,5,1
6,14,23,0,1,0,5,1
8,12,44,1,0,1,1,1
5,14,44,1,1,1,5,1
11,18,27,1,0,0,2,1
14,8,29,0,0,1,1,1
11,4,47,0,0,1,3,1
5,20,47,0,0,1,2,1
13,19,23,0,0,1,5,1
13,9,19,1,1,1,1,1
5,2,57,0,1,1,5,1
6,15,35,0,1,1,3,0
7,7,30,0,1,0,0,0
7,20,58,1,0,0,0,1
12,12,5,1,0,0,1,1
5,5,9,0,1,1,0,0
15,14,26,0,0,0,5,1
3,16,57,1,0,0,2,1
9,14,32,0,1,1,1,1
2,15,15,0,1,0,3,0
5,6,20,0,0,1,4,1
14,2,42,1,1,1,3,1
13,9,13,1,1,1,4,1
13,2,55,0,1,1,3,1
8,12,56,0,0,1,4,1
9,4,52,0,1,0,3,1
10,19,3,1,1,1,1,1
7,0,49,0,1,1,4,1
2,19,36,0,1,1,5,1
13,20,11,1,1,1,2,1
2,2,56,0,1,0,5,1
12,16,16,0,0,0,0,1
13,7,15,0,0,0,5,1
4,6,11,0,1,0,2,0
12,10,8,0,0,0,1,1
10,5,57,0,0,1,4,1
3,8,38,0,0,0,1,0
3,0,17,0,1,0,5,1
3,17,41,1,1,1,5,1
5,0,29,0,0,0,1,0
15,17,12,1,1,0,5,1
14,20,39,0,1,1,2,1
1,4,5,1,0,0,2,0
6,21,60,1,1,1,3,1
6,13,35,0,0,1,0,0
12,13,20,0,0,0,2,1
9,20,55,1,1,1,2,1
10,15,34,1,1,1,0,1
15,12,55,1,1,0,4,1
9,6,11,1,0,1,4,1
15,8,34,1,1,1,5,1
6,11,39,0,0,1,1,0
2,11,5,0,0,1,3,0
8,9,17,1,0,0,2,0
15,11,8,1,1,1,0,1
6,11,26,0,1,1,4,1
8,3,38,1,1,0,0,0
2,8,17,0,0,1,0,0
5,13,25,1,0,1,0,0
1,15,3,1,1,0,4,1
8,1,3,1,1,1,4,1
11,1,15,0,1,1,5,1
4,19,31,0,1,0,0,0
6,12,47,0,0,0,0,1
5,23,14,1,0,0,0,0
9,23,15,0,1,0,1,1
15,0,34,0,0,1,1,1
3,14,20,1,1,0,1,0
5,14,42,0,1,1,4,1
11,22,17,0,1,0,4,1
2,17,3,1,1,1,5,1
4,2,44,1,0,1,1,1
10,4,52,0,0,1,1,1
12,9,17,0,0,1,4,1
5,8,41,1,1,1,1,1
8,23,20,0,0,1,3,0
6,4,29,0,0,0,1,0
15,0,24,1,1,1,1,1
4,2,35,0,0,0,3,0
6,10,3,0,1,0,5,1
11,15,56,1,0,0,2,1
4,12,46,1,0,1,4,1
13,2,5,0,0,0,4,1
9,14,56,1,0,1,4,1
1,11,29,0,0,0,3,0
14,6,10,0,0,1,4,1
10,10,48,1,1,0,2,1
10,6,52,1,1,1,0,1
13,22,10,1,0,1,0,1
3,12,53,1,1,0,5,1
13,2,24,1,1,1,3,1
3,14,7,1,0,1,3,0
1,23,47,1,0,1,2,1
8,19,28,0,0,0,0,0
5,15,46,0,1,1,1,1
5,20,42,1,1,1,1,1
6,10,31,0,0,1,5,1
9,7,21,0,1,0,1,1
6,16,39,1,1,0,0,0
7,8,40,0,0,0,1,0
6,6,36,1,0,1,3,0
3,20,31,1,1,1,5,1
12,0,16,0,1,0,4,1
7,20,5,1,0,1,4,1
11,9,26,0,0,0,1,1
11,2,58,0,1,1,3,1
1,16,56,0,1,0,2,1
1,18,1,0,0,1,0,0
14,13,30,1,0,1,4,1
15,22,50,1,1,1,3,1
7,19,43,0,1,0,2,1
12,17,52,0,1,1,3,1
12,14,60,0,0,0,2,1
6,10,20,0,1,0,1,0
3,4,37,1,0,0,1,0
9,23,15,1,0,0,1,1
3,19,24,0,0,0,2,0
6,3,47,0,0,1,3,1
12,16,4,1,0,0,5,1
6,4,30,1,0,1,4,1
11,4,46,0,0,1,5,1
14,17,54,0,0,0,2,1
14,11,14,0,1,1,4,1
2,20,26,0,1,1,4,1
10,14,2,0,0,0,1,1
15,9,1,1,0,1,4,1
8,8,10,1,1,1,3,0
5,1,41,0,1,0,4,1
9,21,7,1,1,0,1,1
10,1,41,1,0,1,4,1
10,16,27,0,1,0,3,1
7,14,34,1,1,1,4,1
2,12,1,0,0,1,3,0
11,12,13,1,0,1,4,1
15,22,51,0,1,0,1,1
9,2,51,1,1,1,0,1
7,6,50,0,1,1,5,1
15,6,38,0,1,0,4,1
3,11,56,1,0,0,1,1
5,2,24,1,1,0,5,1
1,0,33,0,0,0,2,0
2,17,31,1,1,1,5,1
13,7,14,1,0,1,2,1
15,11,1,1,1,0,4,1
15,0,59,1,0,0,3,1
12,19,7,1,1,1,2,1
1,6,21,1,1,1,2,0
3,15,13,0,0,0,1,0
8,8,12,0,0,1,0,0
4,6,16,0,1,1,3,0
7,1,60,0,1,1,3,1
4,0,38,1,1,0,2,0
7,17,49,0,0,1,0,1
14,13,49,0,0,0,2,1
3,21,27,0,1,0,5,1
8,19,50,0,1,0,3,1
8,19,28,0,1,0,2,0
14,15,1,1,0,1,4,1
13,14,11,1,1,0,4,1
5,5,17,1,1,1,2,0
8,2,52,0,1,0,2,1
9,0,2,1,0,1,4,1
13,6,60,0,1,1,2,1
4,21,27,0,1,1,4,1
11,6,12,1,0,1,3,1
5,3,51,0,0,0,1,1
14,4,52,0,1,1,1,1
13,7,22,1,0,1,3,1
15,12,23,0,0,0,1,1
6,15,40,1,0,1,0,0
1,2,46,0,1,0,5,1
6,21,38,1,0,1,4,1
2,19,38,1,0,0,3,0
3,10,8,0,0,0,0,0
8,2,9,1,1,1,2,0
9,1,19,1,0,0,4,1
3,13,20,1,1,0,3,0
2,1,12,0,0,0,2,0
12,2,28,1,0,1,0,1
13,5,49,1,1,1,5,1
13,18,45,1,0,1,0,1
8,0,46,1,1,0,4,1
1,0,9,0,0,1,3,0
9,6,41,0,0,1,4,1
9,23,3,1,1,1,5,1
11,16,19,0,0,0,3,1
9,17,44,1,1,0,3,1
14,13,29,0,1,1,4,1
12,12,5,1,1,0,2,1
10,2,25,1,0,0,0,1
2,2,39,1,0,0,1,0
9,5,33,1,0,1,1,1
7,17,30,1,1,0,1,0
4,8,27,0,0,1,0,0
4,4,37,0,1,0,1,0
9,9,34,1,1,1,1,1
12,7,34,0,1,1,2,1
4,0,50,1,0,1,1,1
8,15,17,0,1,1,4,1
7,19,14,0,0,1,4,1
2,20,29,0,1,1,5,1
10,5,35,0,0,1,4,1
7,13,40,0,1,0,0,0
9,1,1,1,1,1,5,1
12,22,27,0,1,0,2,1
15,21,24,1,0,1,1,1
6,10,52,0,0,0,4,1
10,13,39,1,1,1,3,1
12,13,9,0,1,0,2,1
11,1,19,1,1,0,3,1
12,10,54,1,0,0,1,1
12,13,43,0,0,0,3,1
2,18,34,1,1,1,1,0
12,1,23,1,0,1,5,1
9,5,48,1,0,0,0,1
1,11,44,1,0,0,0,1
14,17,31,1,0,1,3,1
15,4,60,0,0,1,0,1
13,5,35,0,0,1,5,1
5,13,55,1,1,1,4,1
3,6,44,0,0,1,5,1
12,8,18,0,0,1,0,1
9,17,32,0,1,0,0,1
4,10,6,0,0,0,4,1
7,20,48,1,1,0,3,1
7,18,1,1,1,0,4,1
2,1,39,0,0,1,0,0
13,11,53,1,1,1,5,1
7,7,15,1,1,0,2,0
11,0,52,0,1,1,5,1
3,16,22,0,1,0,4,1
10,6,3,0,0,0,3,1
14,12,50,1,1,0,5,1
11,13,50,1,1,0,5,1
13,3,29,0,0,0,0,1
6,11,2,0,0,0,0,0
3,13,41,1,1,1,4,1
